Plan ID,渠道,标题,正文,触达成功,点击人次,发送日期
P0121,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,13588,836,2026-08-01
P0121,短信,限时秒杀 免费麦辣鸡腿堡 仅剩49份,快来领取优惠券 新人立减5元 免费配送,3743,3274,2026-08-01
P0121,短信,限时秒杀 免费麦辣鸡腿堡 仅剩74份,快来领取优惠券 新人立减5元 免费配送,19846,2114,2026-08-01
P0121,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,7496,2935,2026-08-01
P0121,短信,限时秒杀 免费麦辣鸡腿堡 仅剩27份,快来领取优惠券 新人立减5元 免费配送,46183,1651,2026-08-01
P0121,短信,限时秒杀 免费麦辣鸡腿堡 仅剩97份,快来领取优惠券 新人立减5元 免费配送,49894,4356,2026-08-01
P0121,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,11618,3680,2026-08-01
P0121,短信,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,19005,2156,2026-08-01
P0121,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩1份,快来领取优惠券 新人立减5元 免费配送,30627,2516,2026-08-01
P0121,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩47份,快来领取优惠券 新人立减5元 免费配送,3663,3531,2026-08-01
P0122,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩80份,快来领取优惠券 新人立减5元 免费配送,3775,1715,2026-08-01
P0122,短信,限时秒杀 免费麦辣鸡腿堡 仅剩1份,快来领取优惠券 新人立减5元 免费配送,10498,805,2026-08-01
P0122,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩66份,快来领取优惠券 新人立减5元 免费配送,43111,3339,2026-08-01
P0122,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩90份,快来领取优惠券 新人立减5元 免费配送,21698,985,2026-08-01
P0122,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,16855,2686,2026-08-01
P0122,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩81份,快来领取优惠券 新人立减5元 免费配送,12757,1570,2026-08-01
P0122,短信,限时秒杀 免费麦辣鸡腿堡 仅剩31份,快来领取优惠券 新人立减5元 免费配送,47180,4080,2026-08-01
P0122,短信,限时秒杀 免费麦辣鸡腿堡 仅剩79份,快来领取优惠券 新人立减5元 免费配送,40502,867,2026-08-01
P0122,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩73份,快来领取优惠券 新人立减5元 免费配送,34639,1997,2026-08-01
P0122,短信,限时秒杀 免费麦辣鸡腿堡 仅剩92份,快来领取优惠券 新人立减5元 免费配送,22927,2321,2026-08-01
P0122,短信,限时秒杀 免费麦辣鸡腿堡 仅剩49份,快来领取优惠券 新人立减5元 免费配送,30092,995,2026-08-01
P0122,短信,限时秒杀 免费麦辣鸡腿堡 仅剩1份,快来领取优惠券 新人立减5元 免费配送,43713,3449,2026-08-01
P0122,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩45份,快来领取优惠券 新人立减5元 免费配送,20295,4565,2026-08-01
P0122,短信,限时秒杀 免费麦辣鸡腿堡 仅剩8份,快来领取优惠券 新人立减5元 免费配送,4077,3144,2026-08-01
P0122,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩13份,快来领取优惠券 新人立减5元 免费配送,17189,3039,2026-08-01
P0122,短信,限时秒杀 免费麦辣鸡腿堡 仅剩5份,快来领取优惠券 新人立减5元 免费配送,22737,4590,2026-08-01
P0122,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩74份,快来领取优惠券 新人立减5元 免费配送,15667,2696,2026-08-01
P0122,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩87份,快来领取优惠券 新人立减5元 免费配送,6291,548,2026-08-01
P0122,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩42份,快来领取优惠券 新人立减5元 免费配送,33758,3297,2026-08-01
P0122,短信,限时秒杀 免费麦辣鸡腿堡 仅剩89份,快来领取优惠券 新人立减5元 免费配送,27471,4176,2026-08-01
P0123,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩46份,快来领取优惠券 新人立减5元 免费配送,42349,480,2026-08-01
P0123,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩58份,快来领取优惠券 新人立减5元 免费配送,7102,4548,2026-08-01
P0123,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩18份,快来领取优惠券 新人立减5元 免费配送,28080,2902,2026-08-01
P0123,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩57份,快来领取优惠券 新人立减5元 免费配送,27684,1513,2026-08-01
P0123,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩60份,快来领取优惠券 新人立减5元 免费配送,31480,2061,2026-08-01
P0123,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩75份,快来领取优惠券 新人立减5元 免费配送,41785,206,2026-08-01
P0123,短信,限时秒杀 免费麦辣鸡腿堡 仅剩74份,快来领取优惠券 新人立减5元 免费配送,15412,4554,2026-08-01
P0123,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩32份,快来领取优惠券 新人立减5元 免费配送,6883,1559,2026-08-01
P0123,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩57份,快来领取优惠券 新人立减5元 免费配送,16754,2567,2026-08-01
P0123,短信,限时秒杀 免费麦辣鸡腿堡 仅剩86份,快来领取优惠券 新人立减5元 免费配送,41218,982,2026-08-01
P0123,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩64份,快来领取优惠券 新人立减5元 免费配送,42701,579,2026-08-01
P0123,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩20份,快来领取优惠券 新人立减5元 免费配送,46410,527,2026-08-01
P0123,短信,限时秒杀 免费麦辣鸡腿堡 仅剩62份,快来领取优惠券 新人立减5元 免费配送,9799,1690,2026-08-01
P0123,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩19份,快来领取优惠券 新人立减5元 免费配送,42781,424,2026-08-01
P0123,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,37694,281,2026-08-01
P0123,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩9份,快来领取优惠券 新人立减5元 免费配送,11101,4507,2026-08-01
P0123,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩26份,快来领取优惠券 新人立减5元 免费配送,27282,4625,2026-08-01
P0123,短信,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,48995,4011,2026-08-01
P0123,短信,限时秒杀 免费麦辣鸡腿堡 仅剩80份,快来领取优惠券 新人立减5元 免费配送,1608,3883,2026-08-01
P0123,短信,限时秒杀 免费麦辣鸡腿堡 仅剩52份,快来领取优惠券 新人立减5元 免费配送,18763,282,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩91份,快来领取优惠券 新人立减5元 免费配送,48839,1530,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩26份,快来领取优惠券 新人立减5元 免费配送,5861,1688,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,22251,3265,2026-08-01
P0124,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩88份,快来领取优惠券 新人立减5元 免费配送,27088,1590,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩79份,快来领取优惠券 新人立减5元 免费配送,48673,4567,2026-08-01
P0124,短信,限时秒杀 免费麦辣鸡腿堡 仅剩55份,快来领取优惠券 新人立减5元 免费配送,21422,1548,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩71份,快来领取优惠券 新人立减5元 免费配送,18506,4392,2026-08-01
P0124,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩54份,快来领取优惠券 新人立减5元 免费配送,49440,819,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩82份,快来领取优惠券 新人立减5元 免费配送,1603,4535,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩38份,快来领取优惠券 新人立减5元 免费配送,48771,3295,2026-08-01
P0124,短信,限时秒杀 免费麦辣鸡腿堡 仅剩57份,快来领取优惠券 新人立减5元 免费配送,42585,4163,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩62份,快来领取优惠券 新人立减5元 免费配送,34139,4239,2026-08-01
P0124,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,24765,1982,2026-08-01
P0124,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩40份,快来领取优惠券 新人立减5元 免费配送,17618,3629,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩36份,快来领取优惠券 新人立减5元 免费配送,19470,1137,2026-08-01
P0124,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩31份,快来领取优惠券 新人立减5元 免费配送,9864,4175,2026-08-01
P0124,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,37235,4155,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩8份,快来领取优惠券 新人立减5元 免费配送,41100,4614,2026-08-01
P0124,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩6份,快来领取优惠券 新人立减5元 免费配送,2154,924,2026-08-01
P0124,短信,限时秒杀 免费麦辣鸡腿堡 仅剩30份,快来领取优惠券 新人立减5元 免费配送,38696,732,2026-08-01
P0125,短信,限时秒杀 免费麦辣鸡腿堡 仅剩31份,快来领取优惠券 新人立减5元 免费配送,10922,3574,2026-08-01
P0125,短信,限时秒杀 免费麦辣鸡腿堡 仅剩85份,快来领取优惠券 新人立减5元 免费配送,43608,2592,2026-08-01
P0125,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩82份,快来领取优惠券 新人立减5元 免费配送,43931,1853,2026-08-01
P0125,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩79份,快来领取优惠券 新人立减5元 免费配送,38441,3862,2026-08-01
P0125,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩36份,快来领取优惠券 新人立减5元 免费配送,10654,2189,2026-08-01
P0125,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩71份,快来领取优惠券 新人立减5元 免费配送,47610,3514,2026-08-01
P0125,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩32份,快来领取优惠券 新人立减5元 免费配送,45409,426,2026-08-01
P0125,短信,限时秒杀 免费麦辣鸡腿堡 仅剩18份,快来领取优惠券 新人立减5元 免费配送,19021,4926,2026-08-01
P0125,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,18309,1893,2026-08-01
P0125,短信,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,35316,715,2026-08-01
P0125,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩35份,快来领取优惠券 新人立减5元 免费配送,36337,1876,2026-08-01
P0125,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩46份,快来领取优惠券 新人立减5元 免费配送,25827,3538,2026-08-01
P0125,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,25554,3604,2026-08-01
P0125,短信,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,18068,2390,2026-08-01
P0125,短信,限时秒杀 免费麦辣鸡腿堡 仅剩38份,快来领取优惠券 新人立减5元 免费配送,45154,2878,2026-08-01
P0125,短信,限时秒杀 免费麦辣鸡腿堡 仅剩38份,快来领取优惠券 新人立减5元 免费配送,1241,127,2026-08-01
P0125,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩92份,快来领取优惠券 新人立减5元 免费配送,9155,3176,2026-08-01
P0125,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩77份,快来领取优惠券 新人立减5元 免费配送,33666,4030,2026-08-01
P0125,短信,限时秒杀 免费麦辣鸡腿堡 仅剩47份,快来领取优惠券 新人立减5元 免费配送,37403,1378,2026-08-01
P0125,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,26879,4939,2026-08-01
P0126,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩14份,快来领取优惠券 新人立减5元 免费配送,10178,1744,2026-08-01
P0126,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩36份,快来领取优惠券 新人立减5元 免费配送,31475,4991,2026-08-01
P0126,短信,限时秒杀 免费麦辣鸡腿堡 仅剩34份,快来领取优惠券 新人立减5元 免费配送,15828,2578,2026-08-01
P0126,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩67份,快来领取优惠券 新人立减5元 免费配送,10471,1973,2026-08-01
P0126,短信,限时秒杀 免费麦辣鸡腿堡 仅剩46份,快来领取优惠券 新人立减5元 免费配送,22926,4761,2026-08-01
P0126,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩62份,快来领取优惠券 新人立减5元 免费配送,8641,4178,2026-08-01
P0126,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩26份,快来领取优惠券 新人立减5元 免费配送,26843,3453,2026-08-01
P0126,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩56份,快来领取优惠券 新人立减5元 免费配送,5007,3214,2026-08-01
P0126,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩60份,快来领取优惠券 新人立减5元 免费配送,14578,2779,2026-08-01
P0126,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩19份,快来领取优惠券 新人立减5元 免费配送,30004,4233,2026-08-01
P0126,短信,限时秒杀 免费麦辣鸡腿堡 仅剩59份,快来领取优惠券 新人立减5元 免费配送,45456,3543,2026-08-01
P0126,短信,限时秒杀 免费麦辣鸡腿堡 仅剩5份,快来领取优惠券 新人立减5元 免费配送,9556,1324,2026-08-01
P0126,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩63份,快来领取优惠券 新人立减5元 免费配送,5814,474,2026-08-01
P0126,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩69份,快来领取优惠券 新人立减5元 免费配送,2869,121,2026-08-01
P0126,短信,限时秒杀 免费麦辣鸡腿堡 仅剩42份,快来领取优惠券 新人立减5元 免费配送,44483,636,2026-08-01
P0126,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩6份,快来领取优惠券 新人立减5元 免费配送,15182,3951,2026-08-01
P0126,短信,限时秒杀 免费麦辣鸡腿堡 仅剩10份,快来领取优惠券 新人立减5元 免费配送,38936,1736,2026-08-01
P0126,短信,限时秒杀 免费麦辣鸡腿堡 仅剩97份,快来领取优惠券 新人立减5元 免费配送,21261,2625,2026-08-01
P0126,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,32782,1562,2026-08-01
P0126,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩45份,快来领取优惠券 新人立减5元 免费配送,42028,539,2026-08-01
P0127,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,30629,2695,2026-08-01
P0127,短信,限时秒杀 免费麦辣鸡腿堡 仅剩49份,快来领取优惠券 新人立减5元 免费配送,4041,453,2026-08-01
P0127,短信,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,13122,4612,2026-08-01
P0127,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩31份,快来领取优惠券 新人立减5元 免费配送,32996,4637,2026-08-01
P0127,短信,限时秒杀 免费麦辣鸡腿堡 仅剩65份,快来领取优惠券 新人立减5元 免费配送,16660,581,2026-08-01
P0127,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩57份,快来领取优惠券 新人立减5元 免费配送,1715,1127,2026-08-01
P0127,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,30675,2037,2026-08-01
P0127,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩13份,快来领取优惠券 新人立减5元 免费配送,44680,2718,2026-08-01
P0127,短信,限时秒杀 免费麦辣鸡腿堡 仅剩69份,快来领取优惠券 新人立减5元 免费配送,29161,4791,2026-08-01
P0127,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩98份,快来领取优惠券 新人立减5元 免费配送,38351,2066,2026-08-01
P0127,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩9份,快来领取优惠券 新人立减5元 免费配送,18530,3177,2026-08-01
P0127,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩51份,快来领取优惠券 新人立减5元 免费配送,44353,1577,2026-08-01
P0127,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩91份,快来领取优惠券 新人立减5元 免费配送,20183,2245,2026-08-01
P0127,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩28份,快来领取优惠券 新人立减5元 免费配送,15730,1991,2026-08-01
P0127,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩1份,快来领取优惠券 新人立减5元 免费配送,6849,3349,2026-08-01
P0127,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩9份,快来领取优惠券 新人立减5元 免费配送,33560,181,2026-08-01
P0127,短信,限时秒杀 免费麦辣鸡腿堡 仅剩47份,快来领取优惠券 新人立减5元 免费配送,30561,4157,2026-08-01
P0127,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩36份,快来领取优惠券 新人立减5元 免费配送,37970,2324,2026-08-01
P0127,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩23份,快来领取优惠券 新人立减5元 免费配送,40376,4677,2026-08-01
P0127,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩33份,快来领取优惠券 新人立减5元 免费配送,34612,824,2026-08-01
P0128,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩53份,快来领取优惠券 新人立减5元 免费配送,25714,4429,2026-08-01
P0128,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩99份,快来领取优惠券 新人立减5元 免费配送,23796,2272,2026-08-01
P0128,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩55份,快来领取优惠券 新人立减5元 免费配送,30221,3773,2026-08-01
P0128,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩53份,快来领取优惠券 新人立减5元 免费配送,47253,3523,2026-08-01
P0128,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩14份,快来领取优惠券 新人立减5元 免费配送,10767,4521,2026-08-01
P0128,短信,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,41170,4856,2026-08-01
P0128,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩91份,快来领取优惠券 新人立减5元 免费配送,2219,2703,2026-08-01
P0128,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩52份,快来领取优惠券 新人立减5元 免费配送,48553,4408,2026-08-01
P0128,短信,限时秒杀 免费麦辣鸡腿堡 仅剩39份,快来领取优惠券 新人立减5元 免费配送,3313,2750,2026-08-01
P0128,短信,限时秒杀 免费麦辣鸡腿堡 仅剩96份,快来领取优惠券 新人立减5元 免费配送,1816,346,2026-08-01
P0128,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩32份,快来领取优惠券 新人立减5元 免费配送,25013,1754,2026-08-01
P0128,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩27份,快来领取优惠券 新人立减5元 免费配送,3761,1869,2026-08-01
P0128,短信,限时秒杀 免费麦辣鸡腿堡 仅剩77份,快来领取优惠券 新人立减5元 免费配送,39474,1621,2026-08-01
P0128,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩71份,快来领取优惠券 新人立减5元 免费配送,36573,2386,2026-08-01
P0128,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩14份,快来领取优惠券 新人立减5元 免费配送,46461,4141,2026-08-01
P0128,短信,限时秒杀 免费麦辣鸡腿堡 仅剩20份,快来领取优惠券 新人立减5元 免费配送,28896,159,2026-08-01
P0128,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩23份,快来领取优惠券 新人立减5元 免费配送,39408,4019,2026-08-01
P0128,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩1份,快来领取优惠券 新人立减5元 免费配送,1048,2280,2026-08-01
P0128,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩68份,快来领取优惠券 新人立减5元 免费配送,38660,4580,2026-08-01
P0128,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩92份,快来领取优惠券 新人立减5元 免费配送,26733,3986,2026-08-01
P0129,短信,限时秒杀 免费麦辣鸡腿堡 仅剩63份,快来领取优惠券 新人立减5元 免费配送,14309,1926,2026-08-01
P0129,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩62份,快来领取优惠券 新人立减5元 免费配送,39665,3069,2026-08-01
P0129,短信,限时秒杀 免费麦辣鸡腿堡 仅剩56份,快来领取优惠券 新人立减5元 免费配送,35134,2517,2026-08-01
P0129,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩33份,快来领取优惠券 新人立减5元 免费配送,19599,4113,2026-08-01
P0129,短信,限时秒杀 免费麦辣鸡腿堡 仅剩13份,快来领取优惠券 新人立减5元 免费配送,49405,484,2026-08-01
P0129,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩97份,快来领取优惠券 新人立减5元 免费配送,18550,3291,2026-08-01
P0129,短信,限时秒杀 免费麦辣鸡腿堡 仅剩84份,快来领取优惠券 新人立减5元 免费配送,43107,3323,2026-08-01
P0129,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩84份,快来领取优惠券 新人立减5元 免费配送,48073,570,2026-08-01
P0129,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩74份,快来领取优惠券 新人立减5元 免费配送,35436,277,2026-08-01
P0129,短信,限时秒杀 免费麦辣鸡腿堡 仅剩87份,快来领取优惠券 新人立减5元 免费配送,22299,4169,2026-08-01
P0129,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩47份,快来领取优惠券 新人立减5元 免费配送,36115,2809,2026-08-01
P0129,短信,限时秒杀 免费麦辣鸡腿堡 仅剩76份,快来领取优惠券 新人立减5元 免费配送,41583,606,2026-08-01
P0129,短信,限时秒杀 免费麦辣鸡腿堡 仅剩5份,快来领取优惠券 新人立减5元 免费配送,15580,3715,2026-08-01
P0129,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩64份,快来领取优惠券 新人立减5元 免费配送,48636,2367,2026-08-01
P0129,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩77份,快来领取优惠券 新人立减5元 免费配送,6727,245,2026-08-01
P0129,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩12份,快来领取优惠券 新人立减5元 免费配送,7926,2041,2026-08-01
P0129,短信,限时秒杀 免费麦辣鸡腿堡 仅剩96份,快来领取优惠券 新人立减5元 免费配送,38802,2752,2026-08-01
P0129,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,33164,3477,2026-08-01
P0129,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩46份,快来领取优惠券 新人立减5元 免费配送,4081,866,2026-08-01
P0129,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩16份,快来领取优惠券 新人立减5元 免费配送,8161,3242,2026-08-01
P0130,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩50份,快来领取优惠券 新人立减5元 免费配送,12425,2721,2026-08-01
P0130,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,35880,1681,2026-08-01
P0130,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩43份,快来领取优惠券 新人立减5元 免费配送,45798,4931,2026-08-01
P0130,短信,限时秒杀 免费麦辣鸡腿堡 仅剩31份,快来领取优惠券 新人立减5元 免费配送,12124,3253,2026-08-01
P0130,短信,限时秒杀 免费麦辣鸡腿堡 仅剩76份,快来领取优惠券 新人立减5元 免费配送,20399,2296,2026-08-01
P0130,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩50份,快来领取优惠券 新人立减5元 免费配送,35222,2926,2026-08-01
P0130,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,18315,3164,2026-08-01
P0130,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩76份,快来领取优惠券 新人立减5元 免费配送,45749,3632,2026-08-01
P0130,短信,限时秒杀 免费麦辣鸡腿堡 仅剩97份,快来领取优惠券 新人立减5元 免费配送,23707,853,2026-08-01
P0130,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩81份,快来领取优惠券 新人立减5元 免费配送,32353,309,2026-08-01
P0130,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩10份,快来领取优惠券 新人立减5元 免费配送,43689,2499,2026-08-01
P0130,短信,限时秒杀 免费麦辣鸡腿堡 仅剩15份,快来领取优惠券 新人立减5元 免费配送,38086,2165,2026-08-01
P0130,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩7份,快来领取优惠券 新人立减5元 免费配送,17558,972,2026-08-01
P0130,短信,限时秒杀 免费麦辣鸡腿堡 仅剩92份,快来领取优惠券 新人立减5元 免费配送,38767,3187,2026-08-01
P0130,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩69份,快来领取优惠券 新人立减5元 免费配送,25503,1813,2026-08-01
P0130,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩59份,快来领取优惠券 新人立减5元 免费配送,5560,4522,2026-08-01
P0130,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩96份,快来领取优惠券 新人立减5元 免费配送,8978,4226,2026-08-01
P0130,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩67份,快来领取优惠券 新人立减5元 免费配送,8392,3764,2026-08-01
P0130,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩23份,快来领取优惠券 新人立减5元 免费配送,48903,2662,2026-08-01
P0130,短信,限时秒杀 免费麦辣鸡腿堡 仅剩21份,快来领取优惠券 新人立减5元 免费配送,40241,134,2026-08-01
P0131,短信,限时秒杀 免费麦辣鸡腿堡 仅剩92份,快来领取优惠券 新人立减5元 免费配送,20632,3670,2026-08-01
P0131,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩6份,快来领取优惠券 新人立减5元 免费配送,13595,4704,2026-08-01
P0131,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩64份,快来领取优惠券 新人立减5元 免费配送,12748,1983,2026-08-01
P0131,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩89份,快来领取优惠券 新人立减5元 免费配送,48550,3883,2026-08-01
P0131,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩51份,快来领取优惠券 新人立减5元 免费配送,8335,2247,2026-08-01
P0131,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩75份,快来领取优惠券 新人立减5元 免费配送,26342,1639,2026-08-01
P0131,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩13份,快来领取优惠券 新人立减5元 免费配送,8843,3408,2026-08-01
P0131,短信,限时秒杀 免费麦辣鸡腿堡 仅剩94份,快来领取优惠券 新人立减5元 免费配送,48271,1801,2026-08-01
